,intrinsic_score
NME5,0.99953702
RPS4XP2,0.999536824
KRT15,0.999536605
TLN2,0.999535467
MXRA5,0.999535262
SFTPD,0.999533381
FAM13C,0.99953299
EFCAB12,0.999532412
PLG,0.999531372
LIF,0.999530383
RNF222,0.999530359
SLC39A14,0.999530134
FAM86JP,0.999529677
C2,0.999527023
TTC28,0.999526332
NETO1,0.999525767
FAM20A,0.999525584
AGAP1,0.99952499
SERINC4,0.99952414
STUM,0.999524129
THNSL2,0.999523164
SYBU,0.999523148
SCARB1,0.999522996
RAD54B,0.999522027
ZNF454,0.999521761
TAPT1-AS1,0.999518298
NBL1,0.999517908
FAM43B,0.999517908
PRRT4,0.99951695
SRD5A2,0.99951457
PPFIA4,0.999514384
LINC00959,0.999513564
VWCE,0.999512251
CABP1,0.999510488
KCTD19,0.999510204
MS4A4A,0.999508203
AC096677.1,0.999507753
PTPRO,0.999505762
SLC5A9,0.999504598
CYP2C8,0.999503971
CCDC183,0.999501582
LINC02209,0.999500994
MMEL1,0.999499737
KIR2DL4,0.999499172
MPP2,0.999498921
C12orf42,0.999498696
ABCB9,0.999498573
RFPL3S,0.999498499
ARHGAP42,0.999496801
TMEM132A,0.999494927
LINC01140,0.999494873
CFAP69,0.999494336
SSPO,0.99949131
AL356441.2,0.99948996
SCUBE3,0.999489157
MUC12,0.999487834
RAB36,0.999486792
GGNBP1,0.99948593
RP1L1,0.999485307
HOXA3,0.999483785
C16orf45,0.999483739
C2orf54,0.999483
DFNA5,0.99948221
FGF23,0.999481589
ACTG2,0.999481454
AC006504.5,0.999480195
AC096571.1,0.999479977
SGCE,0.999478897
SOD3,0.99947876
LRRC36,0.99947582
LTBP2,0.999475775
LRRC75B,0.999475676
OR2A7,0.999473356
SLC2A2,0.999471375
AC106795.1,0.99946876
XCR1,0.999467477
SEMA6B,0.999465579
AC097638.1,0.999463393
ZNF423,0.999461886
AC091959.3,0.99946177
ALDH1A2,0.99945992
TSNARE1,0.999456878
RYR1,0.999455165
AADACP1,0.999454985
LRRC17,0.999453555
LRRC20,0.999452594
WDR87,0.999450644
MAG,0.999449512
MYH7B,0.99944819
PCDHB7,0.999447602
C14orf105,0.999445586
TFCP2L1,0.999445323
MYH14,0.999445245
KHDRBS3,0.999444601
KATNAL2,0.999443234
PGAM2,0.999440568
CNBD2,0.999440177
YBX2,0.999439505
SLC22A1,0.999438749
P3H2,0.999438081
NELL2,0.99943784
LPAR3,0.999437427
VANGL2,0.999437008
PLPPR4,0.999432596
ARHGAP22,0.999432065
ZC2HC1C,0.999430305
MN1,0.999429796
RNF157-AS1,0.999429173
FBLN2,0.999428737
PGR,0.999428425
PLEKHA7,0.99942572
DIP2C,0.999419991
CFAP46,0.999418162
OSR1,0.999417468
KIF5A,0.999414939
PDX1,0.999411467
DSC1,0.999411249
DPY19L2P2,0.999410226
ENPP2,0.999409716
AC019080.1,0.999409636
SHISA3,0.999409206
CLYBL,0.99940904
KIRREL1,0.999408475
CPB2,0.999407987
HCAR1,0.999407339
3-Sep,0.999405269
BDKRB2,0.999404642
BCAS1,0.999404252
SCEL,0.999402939
SPESP1,0.999402639
A1CF,0.999402333
PSG2,0.999401248
RFPL2,0.999401176
TUBA3D,0.99940096
MID1,0.999400757
ADAMTS9-AS1,0.999400454
TCF21,0.999399641
BMPR1A,0.999398143
APBA1,0.999398098
FAM171B,0.999396272
LDLRAD2,0.999393789
PTPRN2,0.99939363
IGSF3,0.99938858
ZHX1-C8orf76,0.999386707
MCOLN3,0.999385878
SLC10A6,0.999382167
HTD2,0.999381429
CFAP43,0.999381016
PLCXD3,0.99938049
PC,0.999380189
EBF3,0.999380129
ACHE,0.999380051
FOXA1,0.9993795
MIR181A2HG,0.999378677
MSX2,0.999378202
DAAM2,0.999376068
C1orf167,0.99937291
MLXIPL,0.999372485
HCN2,0.999371993
ADAMTS4,0.99937155
OR51E1,0.99937112
PTPN3,0.99936998
NECAB2,0.999366827
SH3RF2,0.999366288
FRMD1,0.999365896
LINC02345,0.999362502
CYP4F22,0.999359972
IL36RN,0.999356929
AC068282.1,0.999354049
TMEM198,0.999353835
SLC13A5,0.999353535
RUNDC3B,0.99935206
LEXM,0.99935091
KLF15,0.99935079
AC009318.1,0.999349836
ENTPD8,0.999345041
SIM2,0.999345006
OR6K3,0.999343964
SNHG27,0.999343559
AC027117.1,0.999341026
SLC1A6,0.999339621
METAP1D,0.999339238
ADGRB1,0.999338745
SRCIN1,0.999338494
SLFNL1-AS1,0.999338469
AL445933.1,0.999337977
STOX1,0.999337918
PGA5,0.999337703
NR1I3,0.999337578
PLEKHH2,0.999335682
MLPH,0.999335363
STS,0.999335312
ADGRL2,0.999334114
KIAA1456,0.999332441
FBP2,0.99933057
KLK7,0.99932933
CEP170B,0.99932659
LPAL2,0.999326186
SLC16A14,0.999317562
ALOX12B,0.999317053
FBLN1,0.999314673
SCD5,0.999314352
GPR63,0.99931152
TMEM52B,0.999311328
SLCO1A2,0.999304709
XG,0.99930272
ONECUT2,0.999302597
ZNF750,0.999302122
COLEC12,0.999301797
GRK7,0.99930121
WISP2,0.999299877
PDZK1,0.999299645
AL139094.1,0.999298742
C8orf31,0.999296778
GALNT8,0.999296758
DIO2,0.999293577
NOX4,0.999293298
PLA2R1,0.999292096
AL356215.1,0.999291196
ARHGAP23P1,0.999290942
SAMD12,0.999290683
AQP5,0.999289794
SHROOM2,0.999289337
PRDM16,0.999288268
WNT2B,0.999288267
AGT,0.9992881
SLC12A5,0.999286112
SPATA21,0.999283123
CYP1B1-AS1,0.999281515
PLA1A,0.999280959
KLKB1,0.99927976
MUC16,0.999276148
CCNB3,0.999274927
ANGPTL2,0.999272478
IL34,0.999272297
CUX2,0.999271851
NEU4,0.999266407
NNAT,0.999266297
SPATC1,0.99926608
ADAM22,0.999265304
ARL9,0.99926397
CHCHD6,0.999261556
UGT3A1,0.999261393
EPCAM,0.9992605
DENND2A,0.999260034
RASL12,0.999257876
ERICH3,0.999257798
AC010319.1,0.999257449
PXDN,0.999256857
SLC28A3,0.999255238
SLC35F2,0.999252493
DDX18P3,0.999252196
FAM86B1,0.999252134
FRMD6,0.999251173
LINC02068,0.999251122
TNNT2,0.999249708
CD80,0.999248302
SEC14L6,0.999246811
ADGRG6,0.999246009
AIRE,0.999245496
BX322639.1,0.999243895
ARMC9,0.999237797
VSTM2L,0.999237737
ME3,0.999237256
FER1L4,0.999236721
OR52I2,0.999235719
LINC02043,0.999232067
CYP2C18,0.999230653
PRDM6,0.999230439
PLEKHD1,0.999228644
FOXC2-AS1,0.999227368
ST6GALNAC3,0.999227361
IL17D,0.999226435
FAM234B,0.999225367
LRRC3B,0.999223401
CACNA1I,0.999221886
DLL3,0.999221705
LECT2,0.999220594
AC022400.3,0.99922024
AARD,0.999219691
TMEM255A,0.999219228
C1QTNF2,0.999211573
STX18-AS1,0.999208617
OTUB2,0.999206127
FAM222A,0.999205463
LRRIQ3,0.999205309
DBX2,0.99920221
FLRT2,0.999200282
OTC,0.999199666
APC2,0.999199389
PITRM1-AS1,0.999197693
FAT1,0.999194814
SYCP2L,0.999191726
PTPRK,0.999184629
F10,0.999183216
BMS1P11,0.99918258
RIPPLY3,0.999181787
IL20RB,0.999181347
PIWIL1,0.999179753
SLC27A2,0.999175912
ADPRHL1,0.999173114
DEGS2,0.999171533
PRICKLE4,0.999171312
NECTIN3,0.99916998
CROCCP1,0.999162205
HRASLS5,0.999162006
AC007381.1,0.999161051
PGM5-AS1,0.999157587
TSKU,0.999155813
LINC00574,0.999155518
ARHGEF26,0.999155193
JPH2,0.999154644
SCN8A,0.999152677
TCAF2,0.99915142
MYL3,0.999150865
AC109587.1,0.999149288
SDC2,0.999147925
FAM72C,0.999147448
FAM69C,0.999146718
DRAXIN,0.999145834
RNF180,0.999143641
GRIN3A,0.999142509
GPHN,0.999140889
ACOT11,0.999139759
GALNT18,0.999135551
FGF1,0.999128632
FSD2,0.999126833
HNF4A,0.999126186
SHB,0.999125873
XIRP1,0.999125485
KIAA0895,0.999123566
BMS1P7,0.99912272
CLNK,0.999122571
AL157935.2,0.999121418
ZSWIM5,0.999121189
AC006487.1,0.999118423
EMX2OS,0.999116844
C1QTNF4,0.999115999
RGS5,0.999115216
TMEM92,0.999114562
AL109910.2,0.999113334
USP6,0.999112325
OVCH1,0.999111596
TM4SF19-AS1,0.999100622
LIPG,0.999099117
STC2,0.999095796
LINC02202,0.999095219
SLC16A9,0.99909198
KIAA1644,0.99909086
GLYATL1,0.999089535
AHSG,0.999083883
IRGM,0.999079628
FAM163A,0.999073736
GATA6-AS1,0.999069872
OR2A1,0.999069299
CD70,0.999067726
TUNAR,0.999066017
ARHGAP28,0.999065011
LEF1-AS1,0.999064886
AC037441.1,0.999063735
MIP,0.999063026
RTN4RL1,0.999056507
SPIRE2,0.99905605
LVRN,0.999050286
CAPN3,0.999046652
CCL24,0.999041845
GRIP2,0.999036799
DCAF4L2,0.999035172
AL590434.1,0.999031636
KAZN,0.999028208
TH,0.999020531
AC009065.4,0.999019477
HHIP-AS1,0.999018707
C14orf37,0.999017923
DPF1,0.999014102
PPY,0.999012779
TMEM178A,0.999008572
PCDHB13,0.999004136
OSMR,0.999002485
CACNA1A,0.998999813
ARNT2,0.998996176
NPNT,0.998996076
AC138517.2,0.998995492
RSPH10B2,0.998989842
RCAN2,0.998987622
GDAP1L1,0.998982461
GJB2,0.998980061
EIF5AP2,0.998977425
HOXB-AS3,0.998975789
NAPSA,0.998975468
PPP4R4,0.998971948
ITGB8,0.998971418
SCUBE1,0.998967917
SLC4A4,0.998967876
SPATA31D2P,0.998963144
SLITRK5,0.998955993
LINC01787,0.998951084
TPO,0.998948837
MATN2,0.998942621
GDA,0.998941832
ELOVL4,0.998940563
AC116050.1,0.998936621
PPP1R9A,0.998935364
GPR143,0.998934661
SPTLC3,0.998928084
AL354696.2,0.998925389
CATSPERD,0.9989246
OXCT2,0.998922636
RDM1,0.998922163
PKNOX2,0.998915544
CFAP57,0.998914491
SP2-AS1,0.998912017
C10orf107,0.998911867
MIA,0.998911842
CGREF1,0.998910219
LGI1,0.99890819
C2CD4C,0.99890732
SV2B,0.998906727
ZFR2,0.998906487
DNAH10,0.998906376
AC139491.5,0.998905498
VGLL3,0.998901618
CTSV,0.998898946
COL12A1,0.998892592
PZP,0.998890378
BSN,0.998888494
LINC01082,0.998888472
LAMC3,0.998887562
FAM83A,0.998885912
TRIM55,0.998882347
SLC1A7,0.998881973
CCDC70,0.998877023
RDH16,0.99887544
PVT1,0.998873969
UGT2B7,0.998872825
AK7,0.998870754
AL031283.2,0.998867562
PDE8B,0.998864401
EDA2R,0.99885836
WNT5B,0.998856394
FAM169B,0.998852808
DCD,0.998847836
CCDC154,0.998843578
HSD11B1,0.998838573
LINC00982,0.998838127
DLEU7,0.998831716
ACSM1,0.998831065
DLK2,0.998830449
AC098590.1,0.998830258
WHRN,0.998826854
PCBP3,0.99882488
PRR19,0.998821225
FAM221B,0.998817905
SYT7,0.998815472
LINC02028,0.998814165
AL355488.1,0.998806639
FZD8,0.998805145
FGF12,0.99880468
WNK3,0.998797873
CCDC144NL-AS1,0.998793381
KIF7,0.998790854
ZFHX4,0.998787305
HRH1,0.998786987
TRIM29,0.998781196
DPYSL4,0.998777323
GULP1,0.998774279
C12orf60,0.99877419
ZDHHC11B,0.998774104
PCOTH,0.998757605
IL22RA1,0.998756724
LHFPL3-AS1,0.998752178
CDH11,0.998752168
QRFPR,0.998751965
BTN1A1,0.99874351
GLT8D2,0.998741681
TGFBR3L,0.998740975
USP2,0.998738308
MMP2,0.998737142
BX322650.1,0.998735972
PROX1-AS1,0.998734648
BCHE,0.99873071
HHAT,0.998730578
KRTAP5-AS1,0.998726031
ETNPPL,0.99872504
AC090826.1,0.998724911
SLC16A4,0.998722724
IL23R,0.998720625
RASA4B,0.998720311
DZIP1L,0.998718435
TIGD4,0.998712061
HMCN1,0.998705687
TERT,0.998705594
PSMA8,0.998702006
LINC00189,0.998695947
NRXN2,0.998693214
SYCE2,0.99867915
ABCC9,0.998676088
CYP46A1,0.998675585
MOV10L1,0.998663859
MYO15A,0.998661424
CYP3A5,0.998655324
TM4SF4,0.998655053
ZMAT4,0.998653498
BFSP2,0.998652859
CACNG6,0.998650245
KCNJ3,0.998649209
LINC02487,0.99864859
KCNQ5,0.998643748
CYP39A1,0.998641502
MFAP5,0.99864143
HHIPL2,0.998638958
PHKA1,0.998627771
FAP,0.998626265
AMPH,0.998626207
LINC00639,0.998626194
PFKFB1,0.998621934
EPB41L4B,0.998620317
CHDH,0.998616145
LINC01671,0.998615292
SRRM2-AS1,0.998602354
LINC02550,0.998595074
SOX5,0.998579457
RBMS3,0.99857414
RPH3A,0.998573499
GGT5,0.998570985
SLC3A1,0.998567135
COL16A1,0.998565686
SGIP1,0.998563729
SUSD4,0.998562159
EN1,0.998558149
DLX6,0.998555524
TUB,0.998550762
LBX1,0.998543566
PTHLH,0.998539527
MAGI1-IT1,0.998526931
TACR1,0.998519984
CRNN,0.998519452
AC104078.1,0.998515702
ISM1,0.998505564
GTF2IRD1,0.998499277
ECM2,0.998493439
ACMSD,0.998490824
GBA3,0.998490523
SLC47A1,0.998488884
OR5AU1,0.998487699
WNT2,0.9984801
FBXL7,0.998478298
IRX2,0.99846498
PPP1R1A,0.998448763
AL078590.3,0.998445502
NPPA,0.998445361
FAM166A,0.99844206
GLIS3,0.99844114
TEX26-AS1,0.998441084
MOCOS,0.998432315
GUCY1A2,0.998432291
SLC4A10,0.998430076
CA12,0.998421333
SLIT3,0.998421316
PCLO,0.998421199
NR1H4,0.998416593
CADM1,0.998411975
LAMA3,0.998407317
SERPINC1,0.998404561
FLG-AS1,0.998394651
SRGAP3,0.998371402
SPRED3,0.998353953
TUBD1,0.998346338
RARB,0.998342292
PLA2G4F,0.998325038
TUSC3,0.998324582
VIT,0.998324501
MYRF,0.998322467
PCDHGB7,0.998322281
RAG2,0.998310383
DAW1,0.998309738
DNAAF4,0.998308634
GJA3,0.99830356
NR6A1,0.998296504
ELMOD1,0.998295848
DLGAP2-AS1,0.9982916
CASR,0.998287912
TPSB2,0.998283143
LINC01615,0.99828138
C6,0.998269543
RNLS,0.998266905
SLC4A5,0.998265106
KCNQ2,0.998259689
FAM92B,0.9982497
NT5C1B,0.998243876
C4orf50,0.998242332
PLEKHG4B,0.998238214
ADCY1,0.998237258
COL8A1,0.998233838
TTLL9,0.998233702
PDE10A,0.998230745
PRTG,0.998229772
TMEM110-MUSTN1,0.99822863
DCLK1,0.998225936
PCDH19,0.998224524
GMNC,0.998212928
GPM6A,0.998203456
PPM1E,0.998196029
C8A,0.99818412
ADAMTS3,0.998172709
CACNA2D1,0.998171769
BMPER,0.9981674
LYPD6,0.99815652
CDON,0.99815609
ISLR,0.998136297
LINC01697,0.998119194
MYO5B,0.9981183
TUSC5,0.998116625
C1orf140,0.998111342
CAPN6,0.998111031
ELOVL2-AS1,0.998104662
ZNF804A,0.998104602
USH1C,0.998101748
GLIPR1L2,0.99810157
ADAMTS9-AS2,0.998092481
MEP1A,0.998082212
MOGAT2,0.998066161
STK32B,0.998063738
MBL2,0.998052831
ANGPTL7,0.998047644
MLIP,0.99804476
ATP2B3,0.998040746
CT47B1,0.998040014
PENK,0.998036296
LOXL2,0.998027525
NGEF,0.998026537
SEMA3A,0.998017121
LINC00924,0.998009133
SCUBE2,0.998008922
FGFR2,0.998006509
JPH3,0.998003565
DGUOK-AS1,0.998002776
MIR99AHG,0.997995785
ABTB2,0.99799261
TMEM27,0.997980335
MAST1,0.997969944
SDR16C5,0.997957301
PRKD1,0.997956062
DMGDH,0.997936594
PAX9,0.997926455
FGF10,0.997923914
GAREM1,0.99792091
DISP2,0.997911051
FAM160A1,0.997892546
HTR6,0.997884837
AMZ1,0.997880139
NKD2,0.997870634
HEPHL1,0.997858835
IGF2-AS,0.997853555
GALNT14,0.997845845
ANKRD7,0.997834854
ADAMTS7,0.997828475
CCDC74B,0.997826559
RPS4Y2,0.997816127
B3GALT5,0.997812363
RYR3,0.99780647
CES1P1,0.997805528
ZNF503-AS2,0.997802106
KIRREL2,0.997786371
AC010136.1,0.997785393
ZBED9,0.997782553
RELN,0.997773118
SERPINA9,0.997769546
CHRNA9,0.997754088
LINC01104,0.99773933
AC020658.1,0.997737176
CHRM3,0.997726748
ABCA13,0.997722625
FMN2,0.997722556
ROR1,0.997722119
SNTG2,0.997712909
GUCA1B,0.997708785
PDE1C,0.997702447
TRPV5,0.997693155
HFE2,0.997692615
AP001086.1,0.997690491
ARL2-SNX15,0.997688443
PAK3,0.997674684
CD1B,0.997668833
SLCO5A1,0.997662931
LINC00868,0.997645483
CCDC187,0.997640087
PAQR5,0.997639809
CFAP157,0.997631424
LINC02080,0.997627707
COL5A2,0.99762686
NRG2,0.997610953
PON3,0.997602201
TNR,0.997598918
UNC80,0.997598476
TINCR,0.997584938
NR2F2-AS1,0.997584585
IQCA1,0.997582889
RFX4,0.997581026
CHL1,0.997577148
RIPK4,0.997572328
SLC34A1,0.997571072
FABP2,0.997562401
CDH13,0.997557741
ITGBL1,0.997538289
CYP2B6,0.99753717
OR10AG1,0.997533377
ONECUT3,0.997528729
VWA3B,0.997524148
DUS4L,0.997520963
ADH6,0.997513021
KLHL10,0.997508189
AC098934.2,0.997494982
CCL26,0.997478658
ADAMTS13,0.997476731
LIPJ,0.997465114
DDC,0.997459694
NRG4,0.997440142
RPL5P11,0.997426126
SDK1,0.997421638
CDH3,0.997417586
ADRA1A,0.997405448
GRHL3,0.997358849
ACSM5,0.99734714
MAGEB2,0.99733663
SLIT1,0.997327032
LINC01239,0.997324407
RAB3B,0.997323166
ABI3BP,0.997310923
VSNL1,0.997309683
PCDHGB6,0.997308054
C2orf27A,0.997284578
ABCA4,0.997279364
IGHV4-61,0.997266239
NCKAP5,0.997265164
TSPAN8,0.99725921
KCNC1,0.997258158
SERPINA12,0.997252571
PLCE1,0.99723527
SLC51A,0.997226483
AKAP6,0.9972108
ITIH3,0.997207306
PCDHGB4,0.997189631
LAMA2,0.997183998
LINC00890,0.99718123
GRIP1,0.997172563
KIAA1549L,0.997168906
AC004967.1,0.997168662
LINC02245,0.997167538
CDHR3,0.997160501
COLEC10,0.99715233
NYAP1,0.997145208
NRG1,0.997138682
ALOXE3,0.997135919
AP004608.1,0.997129504
THSD4,0.997093509
NTRK2,0.997037851
LHFPL3-AS2,0.997029432
UNC5B,0.99702678
C2orf82,0.997008468
COL21A1,0.997000458
LINC00309,0.996999857
AS3MT,0.996991436
NPHP3-ACAD11,0.996963705
ZNF214,0.996948093
CPNE9,0.996932849
HAND2,0.996907371
SPON1,0.996893804
KLK2,0.996883931
ACTC1,0.996872899
TMEM74,0.99685402
FOXP2,0.996850393
ZNF497,0.996849926
GREM2,0.996829868
KCNV1,0.996816552
LRRC4B,0.996813248
EBF2,0.996779613
ALPK2,0.996704984
PCDHGB5,0.996704929
CATIP,0.996696523
EDIL3,0.996669197
CASC11,0.996637641
IBSP,0.996622172
ACER1,0.996604647
AC005520.1,0.996601565
AC044810.2,0.996599128
RIMBP3C,0.996594959
RXFP1,0.996591788
KCNN1,0.996584432
ANKUB1,0.996580073
KLK11,0.996578619
MSH5-SAPCD1,0.996538275
TMEM51-AS1,0.996534323
CFAP65,0.996528669
AL445490.2,0.996503937
NTNG1,0.996502663
4-Mar,0.996502662
SPTBN4,0.996474287
AC051619.5,0.996461818
RASAL1,0.996452587
TPPP2,0.996426653
SUSD5,0.996395049
SHANK1,0.996381836
PCDHGB2,0.996374921
CFAP54,0.996367548
GABRQ,0.996359182
LINC00519,0.996355602
SEMA3E,0.996327029
AGAP11,0.996267696
AC021074.3,0.996242638
UMODL1-AS1,0.996242143
ART1,0.99622505
ADAM21,0.996216443
ST8SIA1,0.996210108
DGCR11,0.996204745
BEAN1,0.996145098
MELTF,0.996097417
DKKL1,0.996086889
IL24,0.996069709
C22orf23,0.99606667
GRIN2B,0.996046116
ARR3,0.996028074
TRIM71,0.996014994
SEMA5B,0.995980993
OTOA,0.995968855
KCNN2,0.995962946
CELF4,0.995932564
HS3ST6,0.995927657
CYP17A1,0.995927075
MYRFL,0.995915113
NPAS3,0.995880313
ACSS3,0.995862983
CFHR2,0.995841235
SLC52A3,0.995827993
COL27A1,0.995810422
LINC02328,0.995806094
PAH,0.995775489
NUTM1,0.995769981
ULBP2,0.995764165
SLCO1B1,0.995762974
TMC7,0.995751434
SLC38A3,0.995748819
ADAMTS14,0.995743177
CPNE6,0.995739737
PCDH7,0.995732897
C9orf135,0.995657921
STEAP2,0.995637977
A2MP1,0.995625339
CSDC2,0.995621414
PDZRN4,0.995593275
RTN4RL2,0.995550086
EYA4,0.995549014
HTR3C,0.995528717
FAM95C,0.995481702
CASC2,0.995460512
FAT2,0.995458825
RBM20,0.995448569
C8B,0.995445654
SPATA45,0.995419932
LDB3,0.995366343
PLA2G2C,0.995327829
SH2D4B,0.995312233
OR10H5,0.995304564
SORCS2,0.995303273
SLC6A10P,0.995292911
UNC5C,0.995282173
TEX49,0.995271959
TBX5,0.995268537
POU5F1B,0.995171056
LMCD1-AS1,0.995132839
KCNIP3,0.995130706
MAPK8IP2,0.995124379
EBLN2,0.995084392
BVES-AS1,0.99507299
DKK2,0.995066053
HABP2,0.995047232
GUCY2C,0.995043587
LHFPL4,0.995037735
HS6ST2,0.994999159
AL161636.1,0.994975567
SYN3,0.994950178
DCT,0.994946501
WISP1,0.994930493
HTR4,0.994920113
FAM156B,0.994887163
HUNK,0.99488335
EDA,0.994873999
LINC00487,0.994810955
HMCN2,0.994799325
LRRC70,0.994708554
ARHGAP44,0.994572028
BMP5,0.994550333
GXYLT2,0.994497637
CCDC144NL,0.994489924
SLC6A13,0.99448391
TCTE1,0.994452578
SVEP1,0.994441124
ATP6V1C2,0.994429517
ST18,0.994409048
LRRC4C,0.99440364
ZBTB7C,0.994387019
C18orf25,0.994352666
BRDT,0.994337196
KCNS3,0.994311382
ATP8A2,0.994202319
PSD2,0.994154256
ABCB11,0.994149639
LINC01869,0.994149601
SNX31,0.99409546
TMEM178B,0.994084664
AL158152.1,0.994079355
PCDH11Y,0.994031956
AC023509.3,0.994009191
AL357153.1,0.994005924
PLIN5,0.994003596
SYT1,0.993981897
CXXC1P1,0.993966326
CCDC168,0.993950407
GPR176,0.993864334
AC021016.1,0.993773849
TEKT1,0.993773708
ACTN3,0.99375495
TTLL10,0.99372847
PRKN,0.993680314
ABHD12B,0.993591837
AC104596.1,0.993510193
EGFLAM,0.993495538
UPB1,0.993458734
PTPRQ,0.99344903
ANKRD62,0.993383328
ABCA8,0.993347245
TMPRSS11F,0.993342362
OTUD7A,0.993325512
ASTN2,0.993243539
PCDHGA7,0.993216397
TRPM5,0.993176387
LRFN2,0.993153889
OR3A2,0.993134281
PCDHGA6,0.993091048
ARSJ,0.993084949
CNTN1,0.993068499
NAV3,0.993053019
AP004147.1,0.993006648
ALDH3B2,0.992982503
OR6N1,0.992890508
LINC00472,0.992886162
CYP4A11,0.992823541
COBL,0.99273137
LYPD6B,0.992666172
ANXA13,0.992637302
AC015712.2,0.992600384
SPRR2E,0.992397445
LINC01016,0.99235451
AC244258.1,0.992319122
LINC01115,0.992308092
CREG2,0.992289364
TCERG1L,0.992257476
XKR4,0.992171497
SEMA6D,0.992118282
KCNK3,0.992094878
ENPP6,0.992063884
RBP2,0.991891624
HESX1,0.991886857
MTUS2,0.991829447
METTL27,0.99166498
NRSN1,0.991648112
KCTD8,0.991611806
AL137058.2,0.991522301
PSG4,0.991510868
GSTA2,0.991487133
DOCK3,0.991379216
CDH8,0.991213884
RORB,0.991036193
PITX2,0.990945449
SNORA58B,0.990858388
RALYL,0.990841948
CNTN2,0.990837508
ZFY-AS1,0.990728127
RERG,0.990684447
FAAH,0.990606124
AC092819.1,0.990501619
MYOZ2,0.990485694
LINGO2,0.990384569
LINC02541,0.990378956
SGPP2,0.990186174
AL512844.1,0.990136578
PPEF1,0.99012067
CDS1,0.9901115
SLC19A3,0.990065602
IGSF21,0.989925808
LINC01845,0.989723419
NCMAP,0.989716608
KCNK2,0.989697362
CCDC178,0.989493395
ESR2,0.989475472
LINC01320,0.989394216
TPRXL,0.989364077
KDELR3,0.989351511
NEGR1,0.989226626
FMO1,0.989146059
SAMD5,0.98908087
FOSL1,0.988991183
TTC23L,0.988933907
PCDHAC1,0.988893256
AC010601.1,0.988784163
LAMC2,0.988650472
LRP2,0.988606298
TWIST2,0.988598737
CYP8B1,0.988501717
ITGA11,0.988335993
SOX2-OT,0.988291384
PNPLA3,0.988244908
ADGRF2,0.98805741
AL021368.4,0.988026691
MTCO1P11,0.988001614
THY1,0.987909254
RNF150,0.987815093
TSKS,0.987554517
CDH4,0.987535959
ADAM29,0.987320919
CD300LG,0.987276821
SRSF12,0.987251823
LINC00923,0.987245271
AP005901.1,0.986967142
LINC01060,0.986966953
SNORA20,0.986961939
NLRP11,0.986787358
AL049792.1,0.986288694
RGMA,0.986155552
DCAF8L2,0.98608048
TCN2,0.986063271
PHF24,0.986009244
SGCD,0.985822784
THAP10,0.985816294
ARAP1-AS2,0.98563988
AGXT2,0.985625162
PPARGC1A,0.985618076
CTXND1,0.985457431
TRPC5,0.985411957
AC138623.1,0.985386708
IQCJ-SCHIP1,0.985383399
CCDC26,0.985295203
TMEM200A,0.985253576
CYP2C9,0.985235095
CASC20,0.985194073
C5orf46,0.98518189
KPRP,0.985162845
MGAT4C,0.98499809
TSSK6,0.984934245
RGN,0.984779284
TENM3,0.984749049
ERBB3,0.984684385
MTTP,0.984666281
PEX5L,0.984515562
PTPRT,0.984152466
ZSCAN4,0.984145737
AOX2P,0.984068371
AKR1D1,0.98406697
LINC02326,0.983853887
SV2A,0.983818991
OFD1P17,0.983753745
GTF2IP5,0.983718452
VRTN,0.983705994
HEXIM1,0.983586672
ANKRD19P,0.983473836
C19orf57,0.983118577
FSTL5,0.982975542
ABCA10,0.982890448
LINC01393,0.982743146
CHRFAM7A,0.982505594
CLDN10,0.982449832
ADAMTSL1,0.982443752
KCNH7,0.982196814
AP000275.2,0.982148598
SLC1A3,0.982052418
LRAT,0.98200981
SLC25A21,0.98198106
PCCB,0.981962561
AC091948.1,0.981873211
UBL7-AS1,0.981848634
LIFR-AS1,0.981798531
AC098679.1,0.981723331
CACNA1C,0.981449162
AMT,0.981289605
GNG12-AS1,0.981163994
AL157792.1,0.981119416
F11,0.980968973
SNTG1,0.980853204
SNORD97,0.980558558
TMEM72-AS1,0.980093707
USP8P1,0.979328632
ADGRB2,0.979135601
STAB1,0.979020244
NHS,0.979012595
TMEM132B,0.97890921
MIR663AHG,0.978830078
SLC44A3,0.978783173
PTCHD4,0.978560896
GPC6,0.9784178
PLXNB1,0.978264418
DSCAM,0.97825358
FAM222A-AS1,0.977760095
DZIP1,0.977728451
PLEKHG4,0.977540439
AC078785.1,0.977456074
C12orf40,0.977408533
C8orf34,0.976226369
ANKRD20A1,0.976203364
PRR29,0.976029041
TMEM220-AS1,0.975956608
EHF,0.97549236
RMRP,0.975488198
MEIKIN,0.975382095
LCN10,0.975100872
AC113208.1,0.975076728
PGBD1,0.97481572
MTFR2,0.974445191
MAMDC2,0.974307193
MAB21L1,0.97405099
KCNB1,0.974001731
XPOTP1,0.97364121
ADAMTSL3,0.973424081
C1QTNF7,0.97341496
MYBPH,0.973319494
ATP2C2,0.97321886
EEF1B2P2,0.97238229
C16orf95,0.972367192
DDOST,0.972270942
IGHV3-33,0.972207091
ANKRD24,0.972097255
SEMA6A-AS1,0.971863121
PCDH15,0.971813637
RPL27AP5,0.971788808
LONRF2,0.971741793
LIX1,0.971604913
ZP3,0.971412429
FNDC1,0.971358719
LINC01446,0.970941628
SNAP25-AS1,0.970891622
