ensemble,gene,exon length,transcript length,gene length
ENSG00000133460,SLC2A11,34295,432806,29606
ENSG00000133466,C1QTNF6,14989,62241,19218
ENSG00000133475,GGT2,6042,55364,19664
ENSG00000133477,FAM83F,18026,72686,48580
ENSG00000133488,SEC14L4,9192,66632,16798
ENSG00000133519,ZDHHC8P1,8243,46518,12120
ENSG00000133561,GIMAP6,8217,18950,7273
ENSG00000133574,GIMAP4,5594,28553,6678
ENSG00000133597,ADCK2,9126,117749,23108
ENSG00000133606,MKRN1,20254,312400,26529
ENSG00000133612,AGAP3,31283,430324,58605
ENSG00000133619,KRBA1,17637,79018,19794
ENSG00000133624,ZNF767P,8622,299311,77598
ENSG00000133627,ACTR3B,11290,346507,95629
ENSG00000133636,NTS,3147,21949,8697
ENSG00000133639,BTG1,5180,6734,5619
ENSG00000133640,LRRIQ1,14010,507401,226910
ENSG00000133641,C12orf29,15506,116940,16314
ENSG00000133657,ATP13A3,30671,292382,95692
ENSG00000133661,SFTPD,1926,52528,44874
ENSG00000133665,DYDC2,11157,113551,23328
ENSG00000133678,TMEM254,14340,154122,13911
ENSG00000133687,TMTC1,31305,1589843,283919
ENSG00000133703,KRAS,9615,146392,46147
ENSG00000133704,IPO8,13354,174028,66998
ENSG00000133706,LARS,21728,350205,69622
ENSG00000133710,SPINK5,17852,418844,111606
ENSG00000133731,IMPA1,11608,246435,28732
ENSG00000133739,LRRCC1,16530,193762,38929
ENSG00000133740,E2F5,13173,183952,39933
ENSG00000133742,CA1,17718,814928,51406
ENSG00000133773,CCDC59,7051,155108,135124
ENSG00000133789,SWAP70,15009,421208,88914
ENSG00000133794,ARNTL,27026,1297773,110614
ENSG00000133800,LYVE1,6688,83653,54723
ENSG00000133805,AMPD3,27583,849211,199266
ENSG00000133808,MICALCL,3854,94788,83064
ENSG00000133812,SBF2,34835,1455345,515540
ENSG00000133816,MICAL2,51754,1403555,169781
ENSG00000133818,RRAS2,13129,844997,86580
ENSG00000133835,HSD17B4,35792,1146076,184756
ENSG00000133858,ZFC3H1,22954,164679,58253
ENSG00000133863,TEX15,23211,109089,59062
ENSG00000133872,SARAF,15200,191462,20196
ENSG00000133874,RNF122,1862,19370,19370
ENSG00000133878,DUSP26,3927,21179,8774
ENSG00000133884,DPF2,20803,142250,19495
ENSG00000133895,MEN1,31962,80982,7784
ENSG00000133935,ERG28,2628,11398,11398
ENSG00000133937,GSC,1261,2014,2014
ENSG00000133943,C14orf159,51739,2403669,165299
ENSG00000133958,UNC79,44732,1451107,374657
ENSG00000133961,NUMB,56650,3205589,188535
ENSG00000133962,CATSPERB,9784,454466,200011
ENSG00000133980,VRTN,3982,65559,56939
ENSG00000133983,COX16,3162,103752,34650
ENSG00000133985,TTC9,5214,33573,33573
ENSG00000133997,MED6,12465,134835,19433
ENSG00000134001,EIF2S1,9685,101999,26519
ENSG00000134007,ADAM20,2793,12657,12657
ENSG00000134013,LOXL2,13170,507202,128139
ENSG00000134014,ELP3,27954,1013262,101483
ENSG00000134020,PEBP4,1815,413336,286749
ENSG00000134028,ADAMDEC1,6902,65203,21728
ENSG00000134030,CTIF,18125,1451513,324171
ENSG00000134042,MRO,20905,252787,30282
ENSG00000134046,MBD2,8527,167212,73187
ENSG00000134049,IER3IP1,3522,23376,23540
ENSG00000134056,MRPS36,4254,58215,12369
ENSG00000134057,CCNB1,7408,50740,11235
ENSG00000134058,CDK7,10575,418564,42635
ENSG00000134061,CD180,3232,16299,17186
ENSG00000134070,IRAK2,3470,78878,78878
ENSG00000134072,CAMK1,6455,41801,12650
ENSG00000134077,THUMPD3,13952,114121,23949
ENSG00000134086,VHL,7383,29105,11212
ENSG00000134107,BHLHE40,5224,11416,6207
ENSG00000134108,ARL8B,11372,344224,58692
ENSG00000134109,EDEM1,12018,115415,32311
ENSG00000134115,CNTN6,14494,1195464,311641
ENSG00000134121,CHL1,33910,1390695,212821
ENSG00000134138,MEIS2,45754,2676412,212095
ENSG00000134146,DPH6,12270,947984,328848
ENSG00000134152,KATNBL1,16120,582361,69422
ENSG00000134153,EMC7,2833,54044,17931
ENSG00000134160,TRPM1,36272,895820,160212
ENSG00000134183,GNAT2,1792,20998,16662
ENSG00000134184,GSTM1,6561,68817,21225
ENSG00000134186,PRPF38B,12382,30984,9480
ENSG00000134193,REG4,5793,59938,17642
ENSG00000134198,TSPAN2,5736,166550,41489
ENSG00000134200,TSHB,1006,5406,4485
ENSG00000134201,GSTM5,12033,87599,63173
ENSG00000134202,GSTM3,8883,21957,7106
ENSG00000134207,SYT6,23041,421643,64628
ENSG00000134215,VAV3,24591,2615756,393984
ENSG00000134216,CHIA,16193,159637,29704
ENSG00000134222,PSRC1,15925,32579,3630
ENSG00000134240,HMGCS2,5818,54544,20909
ENSG00000134242,PTPN22,23476,464829,57948
ENSG00000134243,SORT1,17737,294864,88383
ENSG00000134245,WNT2B,18119,133026,63624
ENSG00000134247,PTGFRN,7175,91048,80301
ENSG00000134248,LAMTOR5,7118,48320,6693
ENSG00000134249,ADAM30,2962,2962,2962
ENSG00000134250,NOTCH2,29056,530108,158073
ENSG00000134253,TRIM45,11185,40082,11527
ENSG00000134255,CEPT1,20797,310751,45475
ENSG00000134256,CD101,7680,72946,34726
ENSG00000134258,VTCN1,12065,383872,67373
ENSG00000134259,NGF,1044,52318,52318
ENSG00000134262,AP4B1,19569,76833,10453
ENSG00000134265,NAPG,12437,125256,26856
ENSG00000134278,SPIRE1,22693,1567642,211622
ENSG00000134283,PPHLN1,37615,2100070,221268
ENSG00000134285,FKBP11,15380,34830,4956
ENSG00000134287,ARF3,9778,161160,21828
ENSG00000134291,TMEM106C,16865,78492,5309
ENSG00000134294,SLC38A2,19715,68708,14678
ENSG00000134297,PLEKHA8P1,4118,124071,42977
ENSG00000134308,YWHAQ,6121,173519,47042
ENSG00000134313,KIDINS220,36431,639623,116549
ENSG00000134317,GRHL1,16840,221707,50584
ENSG00000134318,ROCK2,23620,694037,168569
ENSG00000134321,RSAD2,5924,67343,32433
ENSG00000134323,MYCN,2599,6443,6443
ENSG00000134324,LPIN1,39925,807748,149814
ENSG00000134326,CMPK2,10392,110167,26065
ENSG00000134330,IAH1,15209,177804,22885
ENSG00000134333,LDHA,27515,213647,14037
ENSG00000134339,SAA2,4129,33940,9420
ENSG00000134343,ANO3,14799,1067806,353689
ENSG00000134352,IL6ST,39649,456634,59898
ENSG00000134363,FST,7092,18977,6725
ENSG00000134365,CFHR4,6108,160306,68731
ENSG00000134369,NAV1,51159,615499,204084
ENSG00000134371,CDC73,6470,165729,131884
ENSG00000134375,TIMM17A,5645,40034,15170
ENSG00000134376,CRB1,35917,1273565,210251
ENSG00000134389,CFHR5,2800,32118,32118
ENSG00000134398,ERN2,11372,73310,23174
ENSG00000134419,RPS15A,14118,80360,9088
ENSG00000134438,RAX,7100,14311,7051
ENSG00000134440,NARS,12015,148490,21557
ENSG00000134443,GRP,3250,41937,10606
ENSG00000134444,KIAA1468,20419,427487,120571
ENSG00000134452,FBXO18,19480,220020,47391
ENSG00000134453,RBM17,14809,135482,28470
ENSG00000134460,IL2RA,6044,157915,51636
ENSG00000134461,ANKRD16,6667,57116,28289
ENSG00000134463,ECHDC3,5376,80899,21704
ENSG00000134470,IL15RA,24493,539992,34548
ENSG00000134480,CCNH,10700,122201,21525
ENSG00000134489,HRH4,4572,36161,19328
ENSG00000134490,TMEM241,20561,1716711,240817
ENSG00000134504,KCTD1,16484,1126039,202491
ENSG00000134508,CABLES1,14076,887569,125903
ENSG00000134516,DOCK2,35311,2336443,446135
ENSG00000134531,EMP1,13718,164043,23223
ENSG00000134532,SOX5,31003,3913166,421532
ENSG00000134533,RERG,11115,819653,240892
ENSG00000134538,SLCO1B1,2214,108044,108044
ENSG00000134539,KLRD1,28977,255454,103542
ENSG00000134545,KLRC1,8479,47638,12421
ENSG00000134548,SPX,9355,39796,11070
ENSG00000134551,PRH2,1307,5033,3105
ENSG00000134569,LRP4,12676,95064,61774
ENSG00000134571,MYBPC3,15303,81021,21305
ENSG00000134574,DDB2,18838,256831,24775
ENSG00000134575,ACP2,16006,88500,9604
ENSG00000134588,USP26,7773,126968,72478
ENSG00000134590,RTL8C,2370,3362,1180
ENSG00000134594,RAB33A,1256,13221,13221
ENSG00000134595,SOX3,2516,2516,2131
ENSG00000134597,RBMX2,4914,35908,11374
ENSG00000134602,STK26,12448,259778,52678
ENSG00000134612,FOLH1B,4087,98793,59491
ENSG00000134627,PIWIL4,10215,222101,77581
ENSG00000134640,MTNR1B,3203,40930,15346
ENSG00000134644,PUM1,48030,1522972,134485
ENSG00000134668,SPOCD1,25717,184719,25629
ENSG00000134684,YARS,15312,170121,42916
ENSG00000134686,PHC2,20420,340942,107429
ENSG00000134690,CDCA8,4751,34533,17301
ENSG00000134697,GNL2,8653,56876,29119
ENSG00000134698,AGO4,7912,60510,49718
ENSG00000134709,HOOK1,10214,153945,61592
ENSG00000134716,CYP2J2,8837,137130,33482
ENSG00000134717,BTF3L4,11191,225181,34591
ENSG00000134744,ZCCHC11,44946,864851,145205
ENSG00000134748,PRPF38A,7238,33123,16275
ENSG00000134755,DSC2,17118,79605,43575
ENSG00000134757,DSG3,5509,30907,30907
ENSG00000134758,RNF138,9404,219531,39706
ENSG00000134759,ELP2,36203,516357,51112
ENSG00000134760,DSG1,6883,50976,38940
ENSG00000134762,DSC3,14785,118254,52807
ENSG00000134765,DSC1,8463,67240,33620
ENSG00000134769,DTNA,66673,5028003,398554
ENSG00000134775,FHOD3,30238,2416347,482341
ENSG00000134779,TPGS2,25377,611773,51569
ENSG00000134780,DAGLA,11416,133101,66568
ENSG00000134802,SLC43A3,26649,186026,20626
ENSG00000134809,TIMM10,1687,6572,2340
ENSG00000134812,GIF,5223,45418,16233
ENSG00000134815,DHX34,9494,72119,33423
ENSG00000134817,APLNR,7119,10987,3737
ENSG00000134824,FADS2,22621,336263,74374
ENSG00000134825,TMEM258,5670,45796,24301
ENSG00000134827,TCN1,3755,41546,13775
ENSG00000134830,C5AR2,8029,20081,15180
ENSG00000134851,TMEM165,12945,217478,57440
ENSG00000134852,CLOCK,26328,663414,119235
ENSG00000134853,PDGFRA,18238,335342,69150
ENSG00000134864,GGACT,7108,173015,59364
ENSG00000134871,COL4A2,11570,366889,207215
ENSG00000134873,CLDN10,4294,172465,146155
ENSG00000134874,DZIP1,30332,318947,66501
ENSG00000134882,UBAC2,13724,1225404,185660
ENSG00000134884,ARGLU1,5893,69353,26491
ENSG00000134897,BIVM,10653,126904,42486
ENSG00000134899,ERCC5,15535,104371,31157
ENSG00000134900,TPP2,13026,229696,82955
ENSG00000134901,KDELC1,5144,36872,14726
ENSG00000134905,CARS2,34506,701126,72191
ENSG00000134909,ARHGAP32,39107,833613,314264
ENSG00000134910,STT3A,18336,169953,33503
ENSG00000134917,ADAMTS8,6247,31256,24068
ENSG00000134940,ACRV1,4812,34818,9601
ENSG00000134954,ETS1,19742,459782,128797
ENSG00000134955,SLC37A2,18352,132435,27245
ENSG00000134962,KLB,6077,44683,44683
ENSG00000134970,TMED7,5125,34999,19484
ENSG00000134982,APC,42045,709265,138741
ENSG00000134986,NREP,25034,1172668,334843
ENSG00000134987,WDR36,19931,140940,38786
ENSG00000134996,OSTF1,1309,58722,58722
ENSG00000135002,RFK,8818,45174,9000
ENSG00000135018,UBQLN1,13939,161547,48240
ENSG00000135040,NAA35,5094,152154,81152
ENSG00000135045,C9orf40,2325,6305,6305
ENSG00000135046,ANXA1,8839,74620,18636
ENSG00000135047,CTSL,7377,27765,5874
ENSG00000135048,TMEM2,28803,411139,133324
ENSG00000135049,AGTPBP1,16128,768616,195490
ENSG00000135052,GOLM1,9925,333855,74027
ENSG00000135063,FAM189A2,11121,179298,67883
ENSG00000135069,PSAT1,3582,65261,32950
ENSG00000135070,ISCA1,4023,50087,18556
ENSG00000135074,ADAM19,15087,404055,180241
ENSG00000135077,HAVCR2,6793,108830,57037
ENSG00000135083,CCNJL,14497,414696,93744
ENSG00000135090,TAOK3,26729,1461194,223144
ENSG00000135093,USP30,13632,197714,64937
ENSG00000135094,SDS,5190,62787,33856
ENSG00000135097,MSI1,4066,57882,27850
ENSG00000135100,HNF1A,33474,326598,23969
ENSG00000135108,FBXO21,18540,222142,48543
ENSG00000135111,TBX3,13640,44684,13910
ENSG00000135114,OASL,6003,71707,20131
ENSG00000135116,HRK,7578,72562,25297
ENSG00000135119,RNFT2,16947,708003,115453
ENSG00000135124,P2RX4,22451,289510,24249
ENSG00000135127,BICDL1,11481,292320,104625
ENSG00000135144,DTX1,7441,51952,41319
ENSG00000135148,TRAFD1,11381,166747,28108
ENSG00000135164,DMTF1,60244,746276,43976
ENSG00000135175,OCM2,1132,9634,6485
ENSG00000135185,TMEM243,6113,119642,24427
ENSG00000135205,CCDC146,10983,429133,207099
ENSG00000135211,TMEM60,1021,4852,4852
ENSG00000135218,CD36,32918,988943,309702
ENSG00000135220,UGT2A3,4597,45239,23328
ENSG00000135222,CSN2,1059,5751,5751
ENSG00000135226,UGT2B28,5195,172017,14551
ENSG00000135241,PNPLA8,24015,491299,99244
ENSG00000135245,HILPDA,4400,9171,2569
ENSG00000135248,FAM71F1,10654,132698,22682
ENSG00000135249,RINT1,9239,122237,35592
ENSG00000135250,SRPK2,20162,1844567,288604
ENSG00000135253,KCP,27832,193691,48268
ENSG00000135269,TES,12542,287886,48290
ENSG00000135272,MDFIC,17267,525362,97048
ENSG00000135297,MTO1,32824,402702,47658
ENSG00000135298,ADGRB3,14542,1759558,754144
ENSG00000135299,ANKRD6,34804,1514070,200664
ENSG00000135312,HTR1B,1259,1259,2020
ENSG00000135314,KHDC1,7405,206322,69051
ENSG00000135315,CEP162,23642,476615,103394
ENSG00000135316,SYNCRIP,16806,105692,36007
ENSG00000135317,SNX14,34142,941554,88660
ENSG00000135318,NT5E,9837,140110,46207
ENSG00000135324,MRAP2,2149,57125,57125
ENSG00000135333,EPHA7,8453,189399,179527
ENSG00000135334,AKIRIN2,2068,28152,27137
ENSG00000135336,ORC3,9037,241481,77386
ENSG00000135338,LCA5,12131,154486,52467
ENSG00000135341,MAP3K7,24396,352935,73472
ENSG00000135346,CGA,1543,19255,9908
ENSG00000135355,GJA10,1651,1651,27291
ENSG00000135362,PRR5L,19951,963003,168916
ENSG00000135363,LMO2,8289,69020,33713
ENSG00000135365,PHF21A,25739,1424006,191855
ENSG00000135372,NAT10,15481,173169,42068
ENSG00000135373,EHF,13590,306528,39964
ENSG00000135374,ELF5,10454,186188,35012
ENSG00000135378,PRRG4,5524,28180,28180
ENSG00000135387,CAPRIN1,28694,488114,49473
ENSG00000135390,ATP5G2,9615,114974,44682
ENSG00000135392,DNAJC14,10888,31103,9864
ENSG00000135404,CD63,12256,40486,4384
ENSG00000135406,PRPH,7758,13519,5434
ENSG00000135407,AVIL,14018,74248,21328
ENSG00000135409,AMHR2,9280,38866,7679
ENSG00000135413,LACRT,2042,13502,4084
ENSG00000135414,GDF11,9908,27726,13998
ENSG00000135423,GLS2,25070,201665,17470
ENSG00000135424,ITGA7,30465,267136,31475
ENSG00000135426,TESPA1,19967,290161,36728
ENSG00000135436,FAM186B,10699,95389,22754
ENSG00000135437,RDH5,9725,27847,4338
ENSG00000135439,AGAP2,13979,44175,18396
ENSG00000135441,BLOC1S1,4094,20717,4050
ENSG00000135443,KRT85,4528,13319,7475
ENSG00000135446,CDK4,12245,41975,8286
ENSG00000135447,PPP1R1A,5411,35004,13272
ENSG00000135451,TROAP,17336,64012,8495
ENSG00000135452,TSPAN31,15826,49694,12198
ENSG00000135454,B4GALNT1,25670,61145,9945
ENSG00000135457,TFCP2,9375,320702,79471
ENSG00000135469,COQ10A,10503,25370,4108
ENSG00000135472,FAIM2,10501,185593,37321
ENSG00000135473,PAN2,41146,149350,17830
ENSG00000135476,ESPL1,28340,101547,25344
ENSG00000135477,KRT87P,3146,16410,8401
ENSG00000135480,KRT7,7983,57243,19666
ENSG00000135482,ZC3H10,10119,18050,9355
ENSG00000135486,HNRNPA1,15641,40867,6895
ENSG00000135502,SLC26A10,11140,27792,6624
ENSG00000135503,ACVR1B,13071,238328,45411
ENSG00000135506,OS9,32848,379226,27602
ENSG00000135517,MIP,3587,21667,19664
ENSG00000135519,KCNH3,5389,25386,19151
ENSG00000135521,LTV1,1836,20468,20468
ENSG00000135525,MAP7,32543,1664421,208538
ENSG00000135535,CD164,25886,147321,15943
ENSG00000135537,AFG1L,12631,786809,231902
ENSG00000135540,NHSL1,18291,853835,270528
ENSG00000135541,AHI1,34637,1389584,214244
ENSG00000135547,HEY2,5129,25294,13605
ENSG00000135549,PKIB,13301,1383744,254456
ENSG00000135569,TAAR5,1013,1013,1013
ENSG00000135577,NMBR,1749,30783,30469
ENSG00000135587,SMPD2,2723,5109,3156
ENSG00000135596,MICAL1,17630,48220,21906
ENSG00000135597,REPS1,33358,815263,84768
ENSG00000135604,STX11,1924,37844,37844
ENSG00000135605,TEC,8015,252204,134081
ENSG00000135617,PRADC1,2223,13559,5232
ENSG00000135622,SEMA4F,20337,203384,29625
ENSG00000135624,CCT7,14327,185566,19601
ENSG00000135625,EGR4,4745,5547,2776
ENSG00000135631,RAB11FIP5,15298,148651,83339
ENSG00000135632,SMYD5,6591,46287,13015
ENSG00000135636,DYSF,80408,2698557,233046
ENSG00000135637,CCDC142,12962,42555,11422
ENSG00000135638,EMX1,9111,66944,19811
ENSG00000135643,KCNMB4,5197,98492,68016
ENSG00000135655,USP15,32970,965090,157093
ENSG00000135677,GNS,18860,254859,46002
ENSG00000135678,CPM,21063,691965,129373
ENSG00000135679,MDM2,53928,952386,42510
ENSG00000135686,KLHL36,14878,64868,19161
ENSG00000135697,BCO1,5451,128557,52694
ENSG00000135698,MPHOSPH6,5064,137496,22428
ENSG00000135702,CHST5,3752,11777,6712
ENSG00000135709,KIAA0513,26143,199570,66479
ENSG00000135720,DYNC1LI2,17174,171409,30905
ENSG00000135722,FBXL8,7596,26962,4639
ENSG00000135723,FHOD1,14834,61237,18271
ENSG00000135736,CCDC102A,3329,28616,24421
ENSG00000135740,SLC9A5,19275,171283,34507
ENSG00000135744,AGT,2286,11774,11774
ENSG00000135747,ZNF670-ZNF695,3780,244338,133264
ENSG00000135749,PCNX2,32772,1539556,312278
ENSG00000135750,KCNK1,7207,206287,58508
ENSG00000135763,URB2,6243,42244,33965
ENSG00000135766,EGLN1,7916,115496,61293
ENSG00000135773,CAPN9,7467,173249,54619
ENSG00000135775,COG2,21846,272878,51493
ENSG00000135776,ABCB10,5327,49259,42113
ENSG00000135778,NTPCR,20664,201074,33277
ENSG00000135801,TAF5L,11111,112167,32936
ENSG00000135821,GLUL,30646,88118,10502
ENSG00000135823,STX6,14917,117509,50409
ENSG00000135824,RGS8,5767,141875,42760
ENSG00000135828,RNASEL,8271,26757,15622
ENSG00000135829,DHX9,10957,88938,48382
ENSG00000135835,KIAA1614,14938,83075,38460
ENSG00000135837,CEP350,30339,337675,160142
ENSG00000135838,NPL,19043,380481,41091
ENSG00000135842,FAM129A,12041,320058,183826
ENSG00000135845,PIGC,7883,142163,73897
ENSG00000135862,LAMC1,11470,154321,122132
ENSG00000135870,RC3H1,27112,213333,91083
ENSG00000135898,GPR55,11311,119902,53748
ENSG00000135899,SP110,19433,303813,58436
ENSG00000135900,MRPL44,1744,10310,10310
ENSG00000135902,CHRND,10881,48179,10674
ENSG00000135903,PAX3,19390,640168,99108
ENSG00000135905,DOCK10,24153,1046077,277355
ENSG00000135912,TTLL4,31475,271849,44571
ENSG00000135913,USP37,25655,585877,118110
ENSG00000135914,HTR2B,2242,16888,16888
ENSG00000135916,ITM2C,10438,107903,14609
ENSG00000135917,SLC19A3,10588,169303,32802
ENSG00000135919,SERPINE2,17931,398293,64207
ENSG00000135924,DNAJB2,20977,65897,7633
ENSG00000135925,WNT10A,4201,37162,19218
ENSG00000135926,TMBIM1,21796,239668,18394
ENSG00000135929,CYP27A1,7735,138018,33544
ENSG00000135930,EIF4E2,16801,222768,33592
ENSG00000135931,ARMC9,23065,785034,176291
ENSG00000135932,CAB39,10119,402286,108230
ENSG00000135940,COX5B,2658,7267,2343
ENSG00000135945,REV1,25499,396833,89560
ENSG00000135951,TSGA10,25909,1072637,157703
ENSG00000135953,MFSD9,12428,108578,21048
ENSG00000135956,TMEM127,9936,38607,17478
ENSG00000135960,EDAR,12805,284593,94901
ENSG00000135966,TGFBRAP1,14366,150750,65643
ENSG00000135968,GCC2,32056,228722,60854
ENSG00000135972,MRPS9,3113,78049,61977
ENSG00000135973,GPR45,1306,1306,1306
ENSG00000135974,C2orf49,5613,19916,11852
ENSG00000135976,ANKRD36,20416,420612,151025
ENSG00000135999,EPC2,8099,426741,143128
ENSG00000136002,ARHGEF4,35206,1152436,210347
ENSG00000136003,ISCU,13762,65987,6802
ENSG00000136010,ALDH1L2,18639,187431,64793
ENSG00000136011,STAB2,10632,192606,179454
ENSG00000136014,USP44,13961,149428,34930
ENSG00000136021,SCYL2,12782,263144,74584
ENSG00000136026,CKAP4,4488,138425,66402
ENSG00000136040,PLXNC1,17639,425087,158952
ENSG00000136044,APPL2,19122,428347,62942
ENSG00000136045,PWP1,6260,77749,27435
ENSG00000136048,DRAM1,7330,273806,134779
ENSG00000136051,WASHC4,25465,290651,61810
ENSG00000136052,SLC41A2,9565,398642,156191
ENSG00000136059,VILL,17935,82515,19129
ENSG00000136068,FLNB,57291,819366,163851
ENSG00000136098,NEK3,15893,176720,27222
ENSG00000136099,PCDH8,9532,11647,5752
ENSG00000136100,VPS36,11795,113161,38026
ENSG00000136104,RNASEH2B,13689,240372,64067
ENSG00000136108,CKAP2,14243,85633,21199
ENSG00000136110,CNMD,3567,99695,36548
ENSG00000136111,TBC1D4,21215,655346,197449
ENSG00000136114,THSD1,6142,58268,29327
ENSG00000136122,BORA,10041,152415,28449
ENSG00000136141,LRCH1,15242,754058,199872
ENSG00000136143,SUCLA2,7255,234680,64863
ENSG00000136144,RCBTB1,8881,95680,53637
ENSG00000136146,MED4,4299,81860,41808
ENSG00000136147,PHF11,17710,431680,33377
ENSG00000136149,RPL13AP25,611,611,611
ENSG00000136152,COG3,9177,139976,71732
ENSG00000136153,LMO7,58014,1637393,239436
ENSG00000136155,SCEL,11297,425667,109589
ENSG00000136156,ITM2B,12331,72508,37199
ENSG00000136158,SPRY2,6501,11323,4975
ENSG00000136159,NUDT15,2095,9655,9655
ENSG00000136160,EDNRB,9374,48632,24287
ENSG00000136161,RCBTB2,13744,218313,44297
ENSG00000136167,LCP1,11274,245017,85951
ENSG00000136169,SETDB2,19727,171527,50629
ENSG00000136193,SCRN1,17864,481809,70186
ENSG00000136197,C7orf25,8865,14419,3579
ENSG00000136205,TNS3,24092,1292312,307404
ENSG00000136206,SPDYE1,2642,9233,9233
ENSG00000136213,CHST12,5149,91314,44923
ENSG00000136231,IGF2BP3,20504,1259376,160258
ENSG00000136235,GPNMB,14236,146155,39141
ENSG00000136237,RAPGEF5,25972,848457,238906
ENSG00000136238,RAC1,5887,99841,29454
ENSG00000136240,KDELR2,7338,115785,38289
ENSG00000136243,NUPL2,13957,142442,19184
ENSG00000136244,IL6,7692,33777,6118
ENSG00000136247,ZDHHC4,14105,98189,11940
ENSG00000136250,AOAH,12470,1014984,211600
ENSG00000136261,BZW2,17602,586713,60392
ENSG00000136267,DGKB,34392,5479418,829728
ENSG00000136270,TBRG4,20250,94052,11947
ENSG00000136271,DDX56,17183,71097,9634
ENSG00000136273,HUS1,11013,358173,283851
ENSG00000136274,NACAD,5098,8897,8476
ENSG00000136275,C7orf69,1681,73223,24556
ENSG00000136279,DBNL,39654,309766,24816
ENSG00000136280,CCM2,29649,869716,76994
ENSG00000136286,MYO1G,27899,95287,16436
ENSG00000136295,TTYH3,16221,97648,32851
ENSG00000136297,MMD2,7871,209119,53224
ENSG00000136305,CIDEB,7611,17727,6334
ENSG00000136315,AL355922.1,335,938,938
ENSG00000136319,TTC5,14432,96372,49436
ENSG00000136327,NKX2-8,1259,2028,2028
ENSG00000136352,NKX2-1,9167,16148,4757
ENSG00000136367,ZFHX2,14140,89621,35337
ENSG00000136371,MTHFS,2443,80007,63794
ENSG00000136378,ADAMTS7,15217,168195,52228
ENSG00000136379,ABHD17C,8012,297730,75937
ENSG00000136381,IREB2,17976,289884,64025
ENSG00000136383,ALPK3,11386,61485,56802
ENSG00000136404,TM6SF1,9763,197122,37447
ENSG00000136425,CIB2,7303,211373,26938
ENSG00000136436,CALCOCO2,23749,395317,35534
ENSG00000136444,RSAD1,8287,26673,7175
ENSG00000136448,NMT1,17012,289929,57406
ENSG00000136449,MYCBPAP,18206,129437,23117
ENSG00000136450,SRSF1,11553,22707,3986
ENSG00000136451,VEZF1,9416,42648,16712
ENSG00000136457,CHAD,4112,9804,4470
ENSG00000136463,TACO1,3764,14975,7493
ENSG00000136478,TEX2,28910,599477,116074
ENSG00000136485,DCAF7,10503,168818,43805
ENSG00000136487,GH2,4717,9900,1720
ENSG00000136488,CSH1,5316,9226,1752
ENSG00000136490,LIMD2,13662,23825,5270
ENSG00000136492,BRIP1,12382,424232,182255
ENSG00000136504,KAT7,30848,348922,46475
ENSG00000136514,RTP4,1552,3744,3744
ENSG00000136518,ACTL6A,12201,148133,25528
